"","pwsid","district","severity","simpson","ground","surf","imported","recycled","desal","tot.source","propground","propsurf","propdesal","proprecyc","propimport","medinc","buyertier","sellertier","buyers","sellers","region","region2","PWS.name.2015","mean.pop.2015","tot.use.2015","tot.use.2013","tot.use.2015.gpcd","Population.2010","tot.use.2010","tot.use.2010.gpcd","change.tot","percent.change.tot","change.tot.gpcd","percent.change.tot.gpcd","hydrologic.region","nested","J_D_percent.change.tot","cons.st","cons.st.diff","cons.st.dummy"
"215",3710027,"Vista Irrigation District",92.7825,0.32322947,0,1,1,0,0,2,0,0.202703405,0,0,0.797296595,51.625,0,3,0,1,"South","South","Vista Irrigation District",124746,5175498215,6303270003,113.666547740076,125962,6267743985,136.326045384855,-1092245770,-17.4264579506433,-22.6594976447788,-16.6215469544429,"South Coast",1,-0.230180996808521,-0.2,0.0301809968085207,1
"216",3710029,"Olivenhain, City of",97.27765,0.20824992,0,0,1,1,0,2,0,0,0,0.118064089,0.881935911,107.961,0,3,0,1,"South","South","Olivenhain Municipal Water District",83941.4166666667,5300364483,6675848525,172.99620503705,66872,6894355458,282.45970047869,-1593990975,-23.1202319739749,-109.46349544164,-38.7536683130832,"South Coast",1,-0.269457988231659,-0.32,-0.0505420117683406,0
"217",3710034,"Otay Water District",94.65275,0.214505459,0,0,1,1,0,2,0,0,0,0.122180902,0.877819098,83.2115,0,3,0,1,"South","South","Otay Water District",217875,8632814442,10570587707,108.555577355999,198616,10848557343,149.645924358203,-2215742901,-20.4243092509411,-41.0903470022032,-27.4583802923003,"South Coast",1,-0.234611409124757,-0.2,0.0346114091247568,1
"218",3710044,"Rincon del Diablo Municipal Water District",101.7728,0.455636034,0,0,1,1,0,2,0,0,0,0.35106383,0.64893617,108.843,0,3,0,1,"South","South","Rincon Del Diablo Municipal Water District",29955,1643268746,2314522687,150.295648587036,29955,3114614198.4,284.866953251796,-1471345452.4,-47.2400547443674,-134.57130466476,-47.2400547443674,"South Coast",1,-0.304724182738934,-0.32,-0.0152758172610661,0
"219",3910001,"CA Water Sercice Co - Stockton",192.3117,0.298793939,1,0,1,0,0,2,0.182820193,0,0,0,0.817179807,36.8635,0,2,0,1,"North","Central Valley","California Water Service Company Stockton",170780.583333333,7197927681,9009857126,115.471849469376,162860,8296492311,139.568438662335,-1098564630,-13.2413143870869,-24.0965891929593,-17.2650704012369,"San Joaquin River",1,-0.230002657447007,-0.2,0.0300026574470071,1
"220",3910004,"Lodi, City of",191.5398,0.435947155,1,0,0,1,0,2,0.678959276,0,0,0.321040724,0,53.319,NA,NA,NA,NA,"North","Central Valley","Lodi  City of Public Works Department",63656.6666666667,3890700000,5189400000,167.452249905135,63549,4889394255,210.791683561191,-998694255,-20.4257256198703,-43.3394336560565,-20.5603147732702,"San Joaquin River",0,-0.268851985662655,-0.32,-0.0511480143373448,0
"221",3910011,"Tracy, City of",185.8023,0.058027237,1,0,2,0,0,3,0.029908114,0,0,0,0.970091886,67.865,0,1,0,2,"North","North","Tracy  City of",85183.5,4432127206,5985071784,142.548900467974,82484,5410104153,179.697919098299,-977976947,-18.076859878154,-37.1490186303248,-20.6730377384077,"San Joaquin River",1,-0.274674046356844,-0.28,-0.00532595364315602,0
"222",3910012,"Stockton, City of",192.3117,0.26235985,1,0,1,0,0,2,0.155297121,0,0,0,0.844702879,52.069,0,2,0,1,"North","Central Valley","Stockton  City of",177808,8104430000,11408810000,124.87580878374,169963,10861591383,175.083898324688,-2757161383,-25.3845066139697,-50.2080895409481,-28.6765887790771,"San Joaquin River",1,-0.261043899466495,-0.28,-0.0189561005335047,0
"223",4010001,"Arroyo Grande, City of",185.2398,0.512691834,2,2,0,0,0,4,0.369891906,0.630108094,0,0,0,61.677,NA,NA,NA,NA,"North","North","Arroyo Grande  City of",17081.6666666667,729581345,1035783930,117.017445604449,16901,906517482,146.950449069642,-176936137,-19.5182266766257,-29.9330034651933,-20.3694535502967,"Central Coast",0,-0.365746287474926,-0.28,0.0857462874749256,1
"224",4010004,"Grover Beach, City of",185.2398,0.564986515,2,1,0,0,0,3,0.637516991,0.362483009,0,0,0,49.4745,NA,NA,NA,NA,"North","North","Grover Beach  City of",13156,407985540,583326191,84.962648429593,13156,582621588,121.330459772509,-174636048,-29.9741807713448,-36.3678113429156,-29.9741807713448,"Central Coast",0,-0.322658907306256,-0.08,0.242658907306256,1
"225",4010007,"Paso Robles, City of",210.7427,0.465984292,1,0,0,0,0,1,1,0,0,0,0,60.221,NA,NA,NA,NA,"North","North","Paso Robles  City of",30450,1679222000,2280354000,151.087297838361,30072,2061333426,187.798910559862,-382111426,-18.5370993930605,-36.7116127215011,-19.5483629868018,"Central Coast",0,-0.307333329167978,-0.28,0.0273333291679781,1
"226",4010008,"Pismo Beach, City of",185.2398,0.371806374,1,0,2,0,0,3,0.246826516,0,0,0,0.753173484,78.274,0,1,0,2,"North","North","Pismo Beach  City of",7822,565580321,697726111,198.099607009383,7676,531788832,189.806631593224,33791489,6.35430587605871,8.29297541615924,4.36917053242479,"Central Coast",1,-0.258792085251783,-0.24,0.0187920852517828,1
"227",4010009,"San Luis Obispo, City of",202.2417333,0.456313389,0,1,1,1,0,3,0,0.662782924,0,0.014420781,0.322796295,65.491,0,1,0,1,"North","North","San Luis Obispo  City of",45670.5833333333,1538276157,1862126859,92.2794262095959,45119,1786315182,108.469030724535,-248039025,-13.8855128982496,-16.1896045149386,-14.9255547014644,"Central Coast",1,-0.217178613303956,-0.12,0.097178613303956,1
"228",4010011,"Morro Bay, City of",185.2398,0.466855637,1,0,1,0,1,3,0.10166799,0,0.204924543,0,0.693407466,61.8685,0,1,0,1,"North","North","Morro Bay  City of",10234,354358490,413968987,94.8646841979863,10608,408943005,105.617627688589,-54584515,-13.3477072190048,-10.7529434906023,-10.181012133985,"Central Coast",1,-0.190447130729704,-0.12,0.0704471307297044,1
"229",4010014,"Cambria Community Services District",185.2398,0,1,0,0,0,0,1,1,0,0,0,0,61.302,NA,NA,NA,NA,"North","North","Cambria Community Services District",6032,151905419,238565605,68.9952304603757,6032,201701769,91.6126635115003,-49796350,-24.6881077180835,-22.6174330511246,-24.6881077180835,"Central Coast",0,-0.353491220154989,-0.08,0.273491220154989,1
"230",4010026,"Nipomo Community Services District",199.99795,0,1,0,0,0,0,1,1,0,0,0,0,59.242,NA,NA,NA,NA,"North","North","Nipomo Community Services District",12514.5833333333,634749383,885173973,138.961031235248,12148,747176343,168.509917185759,-112426960,-15.0469110877618,-29.5488859505109,-17.535398772962,"Central Coast",0,-0.330754441019691,-0.28,0.0507544410196912,1
"231",4110001,"Mid-Peninsula Water District",159.4417,0,0,0,1,0,0,1,0,0,0,0,1,109.196,0,1,0,1,"North","North","Mid-Peninsula Water District",26496.6666666667,839833434,1110177911,86.8378482000838,26030,954417579,100.454962819508,-114584145,-12.0056616224584,-13.6171146194238,-13.5554423964999,"San Francisco Bay",1,-0.277087102017769,-0.2,0.0770871020177686,1
"232",4110006,"CA Water Service Co - Bear Gulch",153.26285,0.153852935,0,1,1,0,0,2,0,0.083985434,0,0,0.916092043,148.214,0,1,0,1,"North","North","California Water Service Company Bear Gulch",64009.5833333333,3389213278,4826706847,145.064462953651,57254,4070204841,194.767983716876,-680991563,-16.7311373653786,-49.7035207632249,-25.5193486191633,"San Francisco Bay",1,-0.364119718352901,-0.36,0.00411971835290131,1
"233",4110008,"CA Water Service Co - Mid Peninsula District",159.4417,0,0,0,1,0,0,1,0,0,0,0,1,98.7,0,1,0,1,"North","North","California Water Service Company Mid Peninsula",133984.75,4134761342,5206682196,84.5477807418637,126850,4838235648,104.496965955907,-703474306,-14.5398934070274,-19.9491852140437,-19.0906836687117,"San Francisco Bay",1,-0.275708957794128,-0.16,0.115708957794128,1
"234",4110009,"CA Water Service Co - South San Francisco",148.61835,0.101090338,1,0,1,0,0,2,0.053396338,0,0,0,0.946603662,72.6685,0,1,0,1,"North","North","California Water Service Company South San Francisco",61223.25,2301781895,2768107871,103.004198031357,58658,2634179484,123.03402934213,-332397589,-12.6186385938765,-20.0298313107732,-16.2799116779917,"San Francisco Bay",1,-0.215344972559533,-0.08,0.135344972559533,1
"235",4110011,"Coastside Co Water District",137.795,0.185711153,1,2,1,0,0,4,0.008388521,0.09183223,0,0,0.899779249,110.607,0,1,0,1,"North","North","Coastside County Water District",16668,617360000,731420000,101.475717559034,20216,723715071,98.0797890996417,-106355071,-14.6957104061745,3.39592845939195,3.4624141125976,"San Francisco Bay",1,-0.225482528782971,-0.08,0.145482528782971,1
"236",4110013,"Daly City, City of",148.61835,0.444182596,1,0,1,1,0,3,0.222038217,0,0,0.069681529,0.708280255,81.0325,0,1,0,1,"North","North","Daly City  City of",105810,2168273454,2510217725,56.1428524377503,110598,2263361046,56.0678237140209,-95087592,-4.2011676470286,0.0750287237293392,0.133817792022801,"San Francisco Bay",1,-0.110281236023288,-0.08,0.0302812360232881,1
"237",4110016,"Hillsborough, Town of",159.4417,0,0,0,1,0,0,1,0,0,0,0,1,169.4795,0,1,0,1,"North","North","Hillsborough  Town of",10850,813079355,1294957216,205.310107947731,10825,1060319154,268.358797557658,-247239799,-23.3174887077443,-63.048689609927,-23.4941765217818,"San Francisco Bay",1,-0.425530455842221,-0.36,0.0655304558422207,1
"238",4110018,"Millbrae, City of",159.4417,0.011796675,0,0,1,1,0,2,0,0,0,0.005933544,0.994066456,96.895,0,1,0,1,"North","North","Millbrae  City of",21532,681621943,855138577,86.7293970872279,21532,818863563,104.191984787217,-137241620,-16.7600106050878,-17.4625876999891,-16.7600106050878,"San Francisco Bay",1,-0.263985608519718,-0.16,0.103985608519718,1
"239",4110021,"Estero Municipal-Foster City",159.4417,0,0,0,1,0,0,1,0,0,0,0,1,115.341,0,1,0,1,"North","North","Estero Municipal Improvement District",37137.5,1368403949,1495072333,100.950573276836,36100,1761876357,133.713532197473,-393472408,-22.3325777905311,-32.7629589206369,-24.502350945491,"San Francisco Bay",1,-0.115996869683802,-0.12,-0.0040031303161976,0
"240",4110022,"Redwood City, City of",153.26285,0,1,0,0,0,0,1,1,0,0,0,0,97.321,0,1,0,1,"North","North","Redwood City  City of",87696,2666941339,3433275677,83.3183794015691,84557,3631283544,117.656989230415,-964342205,-26.5565107575637,-34.3386098288455,-29.1853548637032,"San Francisco Bay",1,-0.251546697342795,-0.08,0.171546697342795,1
"241",4110023,"San Bruno, City of",148.61835,0.484143366,1,0,2,0,0,3,0.588897041,0,0,0,0.410858401,90.5035,0,2,0,2,"North","North","San Bruno  City of",43899.8333333333,969988490,1263679665,60.5355991251774,43798,1332404739,83.3468181758471,-362416249,-27.2001621123024,-22.8112190506697,-27.3690340554358,"San Francisco Bay",1,-0.246604580822575,-0.08,0.166604580822576,1
"242",4110024,"East Palo Alto, City of",153.26285,0.016447829,1,0,1,0,0,2,0.008292683,0,0,0,0.991707317,60.574,0,1,0,1,"North","North","East Palo Alto, City of",29143,507224852,648743922,47.6840794965214,26181,621072006,64.9924426005893,-113847154,-18.3307495588523,-17.3083631040679,-26.6313472943867,"San Francisco Bay",1,-0.225504396762078,-0.08,0.145504396762078,1
"243",4110025,"North Coast County Water District",137.795,0,0,0,1,0,0,1,0,0,0,0,1,103.0955,1,1,1,1,"North","North","North Coast County Water District",39000,798490099,1002538473,56.0934386371619,39000,960608748,67.4821740779768,-162118649,-16.8766575713091,-11.3887354408149,-16.8766575713092,"San Francisco Bay",1,-0.248465906577605,-0.08,0.168465906577605,1
"244",4110027,"Westborough Water District",148.61835,0,0,0,1,0,0,1,0,0,0,0,1,91.652,0,1,0,1,"North","North","Westborough Water District",14050,266744853,336172301,52.0147912055769,14050,331716318,64.6841160239848,-64971465,-19.5864542907413,-12.6693248184079,-19.5864542907413,"San Francisco Bay",1,-0.246000907672442,-0.08,0.166000907672442,1
"245",4210001,"Carpenteria Valley Water District",212.0535,0.396108744,1,0,2,0,0,3,0.272084165,0,0,0,0.727915835,68.194,0,1,0,2,"South","South","Carpinteria Valley Water District",14616,848960926,999207111,159.135217925936,15141,1211514018,219.220427162752,-362553092,-29.9256208853871,-60.0852092368164,-27.4085814056955,"Central Coast",1,-0.292039605615008,-0.2,0.0920396056150082,1
"246",4210004,"Goleta Water District",212.0535,0.352016681,1,0,2,1,0,4,0.141378895,0,0,0.069185417,0.789435688,87.266,0,1,0,2,"South","South","Goleta Water District",86946,3750224072,4692586401,118.172043551516,86946,3978314859,125.359335269979,-228090787,-5.73335181060389,-7.18729171846232,-5.73335181060389,"Central Coast",1,-0.233731465615763,-0.12,0.113731465615763,1
"247",4210006,"Lompoc, City of",212.8082,0.006649778,1,1,0,1,0,3,0.996666667,0.002,0,0.001333333,0,53.5525,NA,NA,NA,NA,"North","North","Lompoc  City of",40976,1334560000,1652800000,89.230983188288,39661,1388451111,95.9122474616208,-53891111,-3.88138340435956,-6.68126427333284,-6.9660178445994,"Central Coast",0,-0.226446114618678,-0.12,0.106446114618678,1
"248",4210010,"Santa Barbara, City of",212.0535,0.570089769,1,2,2,1,0,6,0.073979916,0.26395068,0,0.044235414,0.61783399,75.1715,0,2,0,2,"South","South","Santa Barbara  City of",93091,3277706918,4771181764,96.4649531471856,91416,4397359245,131.788303747073,-1119652327,-25.4619253196813,-35.3233505998878,-26.8030998165664,"Central Coast",1,-0.335118284482188,-0.12,0.215118284482188,1
"249",4210011,"Santa Maria, City of",214.7561,0.590884077,2,0,1,0,0,3,0.728051435,0,0,0,0.271948565,55.7245,0,2,0,1,"North","North","Santa Maria  City of",101841,3908587867,4486648299,105.14880951276,99553,4415932752,121.527687723026,-507344885,-11.4889631136303,-16.3788782102656,-13.477486914418,"Central Coast",1,-0.18070333143755,-0.16,0.02070333143755,1
"250",4210016,"Golden State Water Company - Orcutt",214.7561,0.024891188,1,0,1,0,0,2,0.987395534,0,0,0,0.012604466,75.909,0,2,0,1,"North","North","Golden State Water Company Orcutt",31872,1821151040,2619258940,156.546652362876,28763,2148661494,204.663763139383,-327510454,-15.242533778101,-48.1171107765072,-23.5103225106526,"Central Coast",1,-0.37695136163664,-0.32,0.0569513616366396,1
"251",4310001,"Ca Water Service Co - Los Altos Suburban District",147.084,0.413099028,1,0,1,0,0,2,0.291552198,0,0,0,0.708447802,140.089,0,2,0,1,"North","North","California Water Service Company Los Altos/Suburban",68606.3333333333,3319969849,4950497805,132.579710407875,56940,4008619002,192.878781413745,-688649153,-17.1792119095483,-60.2990710058701,-31.2626772960176,"San Francisco Bay",1,-0.387902426264073,-0.32,0.0679024262640725,1
"252",4310004,"Gilroy, City of",191.5605,0.499765795,1,0,0,1,0,2,0.510821382,0,0,0.489178618,0,74.6095,NA,NA,NA,NA,"North","North","Gilroy  City of",53085.9166666667,2238568000,3088792000,115.53088651005,48821,2386532724,133.926912991911,-147964724,-6.19998722464616,-18.3960264818611,-13.7358698643134,"Central Coast",0,-0.298936526960385,-0.24,0.0589365269603849,1
"253",4310005,"Milpitas, City of",147.084,0.104201428,0,0,2,1,0,3,0,0,0,0.055141274,0.944858726,97.3605,0,2,0,2,"North","North","Milpitas  City of",70817,2823400895,3535339886,109.230056593872,70817,2976323034,115.146217464617,-152922139,-5.13795502884248,-5.91616087074517,-5.13795502884247,"San Francisco Bay",1,-0.227185419995958,-0.12,0.107185419995958,1
"254",4310007,"Mountain View, City of",147.084,0.143705033,1,0,2,1,0,4,0.041945717,0,0,0.034279168,0.923775115,108.75,0,2,0,2,"North","North","Mountain View  City of",75926.75,2890628012,3999826265,104.304856983869,74286,3523426863,129.946750157389,-632798851,-17.9597555336002,-25.6418931735194,-19.7326159695895,"San Francisco Bay",1,-0.303339210418026,-0.16,0.143339210418026,1
"255",4310009,"Palo Alto, City of",142.4395,0.115234432,0,0,1,1,0,2,0,0,0,0.061385381,0.938614619,143.493,0,1,0,1,"North","North","Palo Alto  City of",64403,3108431876,4378115407,132.233773505403,64403,3661261836,155.751352347025,-552829960,-15.0994379742034,-23.5175788416221,-15.0994379742034,"San Francisco Bay",1,-0.311301448364318,-0.24,0.0713014483643177,1
"256",4310011,"San Jose Water Company",138.58065,0.600984116,1,1,1,1,0,4,0.384072565,0.120000601,0,0.009078202,0.486848632,88.157,0,2,0,1,"North","North","San Jose Water Company",990000,34446700000,47826600000,95.327798533278,946494,43359689166,125.509162179523,-8912989166,-20.5559341808867,-30.1813636462448,-24.0471397642466,"San Francisco Bay",1,-0.331578191950118,-0.2,0.131578191950118,1
"257",4310012,"Santa Clara, City of",147.084,0.540134907,1,0,2,1,0,4,0.602222797,0,0,0.103773585,0.294046696,93.75,0,2,0,2,"North","North","Santa Clara  City of",120135,5741900000,7.094e+09,130.946292726619,118459,7564630965,174.955185696872,-1822730965,-24.0954380118925,-44.0088929702533,-25.1543804174535,"San Francisco Bay",1,-0.222587682089425,-0.16,0.0625876820894251,1
"258",4310014,"Sunnyvale, City of",147.084,0.261330597,1,0,2,1,0,4,0.075890985,0,0,0.070952714,0.853156301,105.2185,0,2,0,2,"North","North","Sunnyvale  City of",147622.583333333,5013875908,6878723624,93.0524721428982,141099,7913291535,153.652759982863,-2899415627,-36.6398181360571,-60.6002878399643,-39.4397652516774,"San Francisco Bay",1,-0.278373952700896,-0.16,0.118373952700896,1
"259",4310020,"San Jose, City of",147.084,0.303868624,1,0,2,1,0,4,0.029967251,0,0,0.149791396,0.820241353,99.583,0,2,0,2,"North","North","San Jose  City of",117502.75,5.237e+09,7.089e+09,122.107314130771,114974,7230959541,172.307200389081,-1993959541,-27.5753104369361,-50.1998862583104,-29.1339457346853,"San Francisco Bay",1,-0.291912039850857,-0.2,0.0919120398508573,1
"260",4310022,"Great Oaks Water Company",147.084,0,1,0,0,0,0,1,1,0,0,0,0,98.684,NA,NA,NA,NA,"North","North","Great Oaks Water Company Incorporated",98992.1666666667,2914093223,4108572663,80.6509981360317,92995,3433166136,101.144519804055,-519072913,-15.1193648206252,-20.4935216680232,-20.2616233758634,"San Francisco Bay",0,-0.329955370538797,-0.2,0.129955370538797,1
"261",4410010,"Santa Cruz, City of",130.0773,0.673700731,1,3,0,0,0,4,0.041186681,0.95889222,0,0,0,67.9945,1,0,1,0,"North","North","Santa Cruz  City of",95111.6666666667,2499200000,3361500000,71.9903617257389,91291,2874983373,86.2808685997795,-375783373,-13.0708016098151,-14.2905068740406,-16.5627758574479,"Central Coast",0,-0.288835572411193,-0.08,0.208835572411193,1
"262",4410011,"Watsonville, City of",160.8189,0.275235403,1,1,0,1,0,3,0.843848889,0.093760988,0,0.062390124,0,51.5455,NA,NA,NA,NA,"North","North","Watsonville  City of",65739,2042863324,2503822978,85.1379823115362,65739,2262383493,94.2866630116982,-219520169,-9.7030485626868,-9.14868070016195,-9.70304856268682,"Central Coast",0,-0.226533496532722,-0.2,0.0265334965327216,1
"263",4410013,"Scotts Valley Water District",130.0773,0.178192545,1,0,0,1,0,2,0.901128069,0,0,0.098871931,0,109.712,NA,NA,NA,NA,"North","North","Scotts Valley Water District",10442.3333333333,359246343,476909154,94.2544663866042,10309,452607039,120.285118336551,-93360696,-20.6273186131336,-26.030651949947,-21.6407917371081,"Central Coast",0,-0.277235958425709,-0.16,0.117235958425709,1
"264",4410017,"Soquel Creek Water District",130.0773,0.001956945,1,0,1,0,0,2,0.999020568,0,0,0,0.000979432,75.833,0,1,0,1,"North","North","Soquel Creek Water District",38828.5,1012286000,1397242000,71.426562998052,37720,1330775484,96.6585426865585,-318489484,-23.9326233334788,-25.2319796885065,-26.1042417847412,"Central Coast",1,-0.301224269531946,-0.08,0.221224269531946,1
"265",4510005,"Redding, City of",98.7672,0.587771331,1,2,0,0,0,3,0.288504391,0.711495609,0,0,0,46.184,NA,NA,NA,NA,"North","Central Valley","Redding  City of",90748.3333333333,6908420000,9250037000,208.567776255121,90732,7838997507,236.704861555241,-930577507,-11.8711290081292,-28.1370853001204,-11.8869908776901,"Sacramento River",0,-0.266699132007087,-0.36,-0.0933008679929127,0
"266",4710011,"Yreka, City of",36.8692,0.656096772,0,6,0,0,0,6,0,1,0,0,0,39.279,NA,NA,NA,NA,"North","North","Yreka, City of",7840,639020000,765100000,223.308638523903,7415,731209644,270.170477835561,-92189644,-12.6078266002739,-46.8618393116583,-17.3452849797233,"North Coast",0,-0.123272473689524,-0.32,-0.196727526310476,0
"267",4810001,"Benecia, City of",135.3593,0.474833013,0,2,3,0,0,5,0,0.364540182,0,0,0.635459818,85.5835,0,2,0,3,"North","North","Benicia  City of",28086,1365121968,2111223980,133.164572609178,28086,1363034733,132.960967537085,2087235,0.153131460957422,0.203605072092671,0.153131460957429,"San Francisco Bay",1,-0.379222624107973,-0.2,0.179222624107973,1
"268",4810002,"CA Water Service Co - Dixon District",171.8005,0,1,0,0,0,0,1,1,0,0,0,0,61.25,NA,NA,NA,NA,"North","Central Valley","California Water Service Company Dixon, City of",9893.25,375120162,503961816,103.881583022048,9400,427190661,124.509082191781,-52070499,-12.1890536834559,-20.6274991697328,-16.5670638692528,"Sacramento River",0,-0.309969132066687,-0.28,0.029969132066687,1
"269",4810003,"Fairfield, City of",135.3593,0,0,0,1,0,0,1,0,0,0,0,1,65.833,0,2,0,1,"North","North","Fairfield  City of",107003,5.75e+09,7.249e+09,147.224140047795,102090,5761045680,154.605610681953,-11045680,-0.191730470708575,-7.3814706341573,-4.77438729525936,"Sacramento River",1,-0.225509083996335,-0.2,0.0255090839963346,1
"270",4810004,"Rio Vista, City of",171.8005,0,1,0,0,0,0,1,1,0,0,0,0,62.793,NA,NA,NA,NA,"North","Central Valley","Rio Vista, city of",8324,627124000,830726000,206.408931427857,8324,788233569,259.43585111215,-161109569,-20.4393184122307,-53.026919684293,-20.4393184122307,"Sacramento River",0,-0.299744221979157,-0.36,-0.060255778020843,0
"271",4810007,"Vallejo, City of",119.06775,0.216894267,0,1,2,0,0,3,0,0.123764879,0,0,0.876235121,59.1475,1,1,2,2,"North","North","Vallejo  City of",124000,4838303000,5864744000,106.900198851083,118594,7090191909,163.79566683246,-2251888909,-31.7606199931139,-56.8954679813774,-34.7356368343819,"San Francisco Bay",1,-0.199282974419564,-0.16,0.0392829744195644,1
"272",4910004,"Sweetwater Springs Water District",71.924,0,1,0,0,0,0,1,1,0,0,0,0,44.4085,1,0,1,0,"North","North","Sweetwater Springs Water District",7733,214279897,274660168,75.9172650923192,7493,269478777,98.5316988092996,-55198880,-20.4835722554879,-22.6144337169805,-22.9514298345235,"North Coast",0,-0.229925301060651,-0.16,0.0699253010606506,1
"273",4910006,"Petaluma, City of",102.7762,0.220060969,1,0,1,0,0,2,0.125875,0,0,0,0.874125,80.764,0,1,0,1,"North","North","Petaluma  City of",61348,2502480624,3191983294,111.757698680155,60214,2606156298,118.579636647555,-103675674,-3.97810653488289,-6.82193796740042,-5.75304340632846,"San Francisco Bay",1,-0.237875608485496,-0.16,0.0778756084854959,1
"274",4910009,"Santa Rosa, City of",87.3501,0.107342733,1,0,1,0,0,2,0.045973496,0,0,0.010397554,0.94362895,58.7395,0,1,0,1,"North","North","Santa Rosa  City of",170753.75,5389211490,7111187431,86.4693336825772,163436,6354746202,106.526490902392,-965534712,-15.1939146160727,-20.0571572198145,-18.8283280993387,"North Coast",1,-0.255420687688351,-0.16,0.0954206876883513,1
"275",4910012,"Sonoma, City of",102.7762,0.498484619,1,0,1,1,0,3,0.013026356,0,0,0.40896698,0.578006665,72.3345,0,1,0,1,"North","North","Sonoma  City of",11553.5,574304995,768643761,136.187159083027,11426,1075960002,257.993665492544,-501655007,-46.6239456919887,-121.806506409517,-47.2129833796393,"San Francisco Bay",1,-0.248762129938794,-0.28,-0.0312378700612063,0
"276",4910013,"Valley of the Moon Water District",102.7762,0.232562807,1,0,1,0,0,2,0.134324465,0,0,0,0.865675535,60.0085,0,1,0,1,"North","North","Valley of the Moon Water District",23478,772779469,1044334273,90.1782104377517,23478,883056210,103.046770687102,-110276741,-12.4880771746116,-12.8685602493503,-12.4880771746116,"San Francisco Bay",1,-0.29251112643251,-0.2,0.0925111264325101,1
"277",4910014,"Rohnert Park, City of",87.3501,0.572622542,1,0,1,1,0,3,0.300417774,0,0,0.134827193,0.564755032,59.85,0,1,0,1,"North","North","Rohnert Park  City of",43398,1383600000,1.668e+09,87.3469959792352,43398,1697357859,107.154603993493,-313757859,-18.4850741601922,-19.8076080142573,-18.4850741601922,"North Coast",1,-0.166295084905014,-0.16,0.0062950849050144,1
"278",4910017,"Windsor, town of Water District",71.924,0,0,0,1,0,0,1,0,0,0,0,1,69.6975,0,1,0,1,"North","North","Windsor, Town of",27579,993066439,1273136392,98.6522343037461,26158,1075960002,112.693463640867,-82893563,-7.70414911761748,-14.0412293371213,-12.4596661452061,"North Coast",1,-0.237672120914043,-0.16,0.0776721209140435,1
"279",4910018,"CA Water Service Co - Redwood Valley",71.924,0.386514329,1,0,2,0,0,3,0.261792453,0,0,0,0.738207547,40.9,0,1,0,2,"North","North","California Water Service Company Redwood Valley",3448.5,94594669,140930742,75.1525233325587,3183,105249873,90.5924651078719,-10655204,-10.1237214794549,-15.4399417753131,-17.0432957718153,"North Coast",1,-0.307425596653674,-0.16,0.147425596653674,1
"280",5010017,"Patterson, City of",199.1403,0,1,0,0,0,0,1,1,0,0,0,0,44.3105,NA,NA,NA,NA,"North","Central Valley","Patterson  City of",20993.6666666667,1004525596,1380094592,131.09310366053,20260,1163939772,157.397635126912,-159414176,-13.6960846114983,-26.3045314663819,-16.7121516439381,"San Joaquin River",0,-0.305419020164063,-0.28,0.0254190201640627,1
"281",5010018,"Riverbank, City of",199.1403,0,1,0,0,0,0,1,1,0,0,0,0,48.0725,NA,NA,NA,NA,"North","Central Valley","Riverbank  City of",23298,1111455486,1306111930,130.701498982216,22201,1458834927,180.028287877937,-347379441,-23.8121143503442,-49.326788895721,-27.3994656490682,"San Joaquin River",0,-0.0456350012264128,-0.32,-0.274364998773587,0
"282",5010019,"Turlock, City of",199.1403,0.093741382,1,0,0,1,0,2,0.95069869,0,0,0.04930131,0,43.372,NA,NA,NA,NA,"North","Central Valley","Turlock  City of",71181,5561964827,7432325200,214.077630266504,71181,7094102121,273.04893471457,-1532137294,-21.5973391398548,-58.9713044480663,-21.5973391398548,"San Joaquin River",0,-0.275901503791344,-0.32,-0.0440984962086563,0
"283",5010028,"Ceres, City of",199.1403,0,1,0,0,0,0,1,1,0,0,0,0,37.91,NA,NA,NA,NA,"North","Central Valley","Ceres  City of",47138.6666666667,2104828000,2596770000,122.333796489673,42001,2294316891,149.658334357988,-189488891,-8.25905487351442,-27.3245378683155,-18.257945997818,"San Joaquin River",0,-0.245725670990701,-0.28,-0.0342743290092989,0
"284",5010033,"Modesto, City of",199.1403,0.498791648,1,0,1,0,0,2,0.524571854,0,0,0,0.475412633,45.8165,0,1,0,1,"North","Central Valley","Modesto, City of",220004.583333333,15136841145,20369973170,188.49969863901,264174,19868113023,206.050505971002,-4731271878,-23.8133932121431,-17.5508073319925,-8.51772105546902,"San Joaquin River",1,-0.285208315618091,-0.36,-0.0747916843819091,0
"285",5110002,"Yuba City, City of",187.927,0.771815075,1,3,1,0,0,5,0.098879688,0.608865075,0,0,0.292255236,43.96,0,1,0,1,"North","Central Valley","Yuba City  City of",67380.3333333333,4231860000,5585900000,172.07004496319,67941,5813833542,234.443282759639,-1581973542,-27.2105062962602,-62.3732377964489,-26.6048304145258,"Sacramento River",1,-0.27654109296337,-0.32,-0.0434589070366302,0
"286",5210004,"Red Bluff, City of",134.2302,0,1,0,0,0,0,1,1,0,0,0,0,40.0635,NA,NA,NA,NA,"North","Central Valley","Red Bluff  City of",14076,1031643335,1410607050,200.797108261609,14076,1703399136.54,331.546387427157,-671755801.54,-39.4361947901707,-130.749279165547,-39.4361947901707,"Sacramento River",0,-0.26878887829321,-0.36,-0.0912111217067899,0
